Date,Ticker,Action,Strike,Qty,Price,Total_Flow,Realized_PnL,Notes
2000-07-07,QCOM,SELL_CALL,37.32,1,1.66,166.42,0.0,Covered Call
2000-07-07,AMAT,SELL_CALL,53.6,1,1.89,188.5,0.0,Covered Call
2000-07-07,BLK,SELL_PUT,27.2,1,1.73,172.82,0.0,IV: 60.98%
2000-07-10,MSFT,CALLED_AWAY,35.88,1,0.0,0.0,120.44,Shares Sold
2000-07-10,MSFT,STOCK_SELL_CALL,0.0,100,39.72,397187.5,0.0,Sold at Strike 35.88
2000-07-10,MS,CALLED_AWAY,75.96,1,0.0,0.0,260.12,Shares Sold
2000-07-10,MS,STOCK_SELL_CALL,0.0,100,93.38,933750.0,0.0,Sold at Strike 75.96
2000-07-10,GS,CALLED_AWAY,83.56,1,0.0,0.0,296.82,Shares Sold
2000-07-10,GS,STOCK_SELL_CALL,0.0,100,97.69,976875.0,0.0,Sold at Strike 83.56
2000-07-10,AMD,BTC_PROFIT,40.28,1,1.47,146.58,226.21,Profit: 60.8%
2000-07-10,VRTX,BTC_PROFIT,40.23,1,0.48,48.17,317.68,Profit: 86.9%
2000-07-10,VRTX,SELL_PUT,53.09,1,6.05,604.93,0.0,IV: 98.66%
2000-07-10,AMD,SELL_PUT,37.56,1,3.67,366.62,0.0,IV: 88.82%
2000-07-10,LLY,SELL_PUT,95.07,1,5.73,572.6,0.0,IV: 58.97%
2000-07-10,GS,SELL_PUT,89.3,1,4.87,486.7,0.0,IV: 55.40%
2000-07-10,AMGN,SELL_PUT,66.85,1,3.51,350.62,0.0,IV: 54.10%
2000-07-12,BLK,BTC_PROFIT,27.2,1,0.74,73.92,97.6,Profit: 57.2%
2000-07-12,BLK,SELL_PUT,30.96,1,2.02,201.88,0.0,IV: 64.37%
2000-07-13,COST,BTC_PROFIT,39.27,1,0.7,70.07,78.38,Profit: 53.2%
2000-07-13,AMAT,BTC_PROFIT,53.6,1,0.81,81.28,105.93,Profit: 56.9%
2000-07-13,AMAT,SELL_CALL,50.3,1,1.63,163.21,0.0,Covered Call
2000-07-13,COST,SELL_CALL,40.74,1,1.04,103.67,0.0,Covered Call
2000-07-17,ADBE,BTC_PROFIT,27.06,1,0.25,24.87,210.12,Profit: 89.5%
2000-07-17,AMD,BTC_PROFIT,37.56,1,1.56,155.73,209.59,Profit: 57.5%
2000-07-17,GS,BTC_PROFIT,89.3,1,1.73,172.66,312.73,Profit: 64.5%
2000-07-17,AMD,SELL_PUT,41.25,1,3.17,317.3,0.0,IV: 71.57%
2000-07-17,ADBE,SELL_PUT,30.53,1,1.89,189.32,0.0,IV: 62.35%
2000-07-17,HD,SELL_PUT,52.57,1,2.54,253.59,0.0,IV: 49.23%
2000-07-18,COST,BTC_PROFIT,40.74,1,0.34,33.65,68.71,Profit: 67.5%
2000-07-18,COST,SELL_CALL,37.47,1,1.0,99.97,0.0,Covered Call
2000-07-20,AMAT,BTC_PROFIT,50.3,1,0.74,74.36,87.55,Profit: 54.4%
2000-07-20,AMAT,SELL_CALL,47.69,1,1.45,144.9,0.0,Covered Call
2000-07-21,COST,BTC_PROFIT,37.47,1,0.46,45.89,52.78,Profit: 54.1%
2000-07-21,COST,SELL_CALL,35.67,1,0.86,86.48,0.0,Covered Call
2000-07-24,TXN,BTC_PROFIT,81.89,1,0.47,46.73,253.35,Profit: 84.5%
2000-07-24,TXN,SELL_CALL,77.96,1,2.49,249.02,0.0,Covered Call
2000-07-25,MU,BTC_PROFIT,80.63,1,2.54,253.72,260.35,Profit: 50.8%
2000-07-25,MU,SELL_PUT,79.3,1,5.01,501.42,0.0,IV: 60.83%
2000-07-26,TXN,BTC_PROFIT,77.96,1,1.18,118.45,129.27,Profit: 52.4%
2000-07-26,TXN,SELL_CALL,72.8,1,2.24,224.07,0.0,Covered Call
2000-07-27,AMAT,BTC_PROFIT,47.69,1,0.54,53.63,89.97,Profit: 63.0%
2000-07-27,TXN,BTC_PROFIT,72.8,1,1.03,102.77,120.0,Profit: 54.1%
2000-07-27,TXN,SELL_CALL,66.0,1,2.23,222.72,0.0,Covered Call
2000-07-27,AMAT,SELL_CALL,43.35,1,1.43,143.39,0.0,Covered Call
2000-08-01,QCOM,BTC_PROFIT,37.32,1,0.66,65.84,99.28,Profit: 60.4%
2000-08-01,QCOM,SELL_CALL,38.3,1,1.46,145.98,0.0,Covered Call
2000-08-02,LLY,BTC_PROFIT,95.07,1,2.74,273.76,297.54,Profit: 52.2%
2000-08-02,LLY,SELL_PUT,97.58,1,6.21,620.53,0.0,IV: 61.04%
2000-08-03,AMAT,BTC_PROFIT,43.35,1,0.52,52.39,89.69,Profit: 63.5%
2000-08-03,AMAT,SELL_CALL,39.9,1,1.29,129.06,0.0,Covered Call
2000-08-04,VRTX,BTC_PROFIT,53.09,1,2.91,290.92,312.71,Profit: 51.9%
2000-08-04,TXN,BTC_PROFIT,66.0,1,1.09,109.11,112.31,Profit: 51.0%
2000-08-04,TXN,SELL_CALL,63.34,1,1.96,195.73,0.0,Covered Call
2000-08-04,VRTX,SELL_PUT,52.41,1,4.97,497.03,0.0,IV: 84.74%
2000-08-07,AMGN,BTC_PROFIT,66.85,1,1.74,173.59,175.73,Profit: 50.5%
2000-08-07,AMGN,SELL_PUT,65.93,1,3.45,345.11,0.0,IV: 54.03%
2000-08-09,BLK,BTC_PROFIT,30.96,1,0.8,80.45,120.14,Profit: 60.2%
2000-08-09,HD,BTC_PROFIT,52.57,1,0.79,78.66,173.63,Profit: 69.0%
2000-08-09,BLK,SELL_PUT,30.97,1,1.84,183.66,0.0,IV: 58.33%
2000-08-09,WMT,SELL_PUT,16.52,3,0.82,244.75,0.0,IV: 49.91%
2000-08-14,BLK,BTC_PROFIT,30.97,1,0.8,79.55,102.81,Profit: 56.7%
2000-08-14,SLB,SELL_PUT,37.89,1,1.64,164.4,0.0,IV: 46.10%
2000-08-21,COST,BTC_PROFIT,35.67,1,0.22,21.55,63.63,Profit: 75.1%
2000-08-21,MU,BTC_PROFIT,79.3,1,2.36,235.76,264.36,Profit: 53.0%
2000-08-21,SLB,BTC_PROFIT,37.89,1,0.79,78.74,84.36,Profit: 52.1%
2000-08-21,COST,SELL_CALL,35.89,1,0.85,85.3,0.0,Covered Call
2000-08-21,MU,SELL_PUT,80.01,1,5.51,551.38,0.0,IV: 66.54%
2000-08-21,HD,SELL_PUT,47.02,1,2.15,215.37,0.0,IV: 47.61%
2000-08-23,ADBE,BTC_PROFIT,30.53,1,0.81,81.26,106.76,Profit: 57.1%
2000-08-23,ADBE,SELL_PUT,28.81,1,1.66,166.31,0.0,IV: 57.32%
2000-08-24,QCOM,BTC_PROFIT,38.3,1,0.13,12.78,131.9,Profit: 91.2%
2000-08-24,QCOM,SELL_CALL,34.75,1,1.12,112.37,0.0,Covered Call
2000-08-28,VRTX,BTC_PROFIT,52.41,1,0.26,26.1,469.64,Profit: 94.7%
2000-08-28,VRTX,SELL_PUT,68.83,1,5.9,589.82,0.0,IV: 79.15%
2000-08-29,QCOM,BTC_PROFIT,34.75,1,0.55,54.97,56.1,Profit: 51.1%
2000-08-29,QCOM,SELL_CALL,33.62,1,0.88,88.19,0.0,Covered Call
2000-08-30,AMGN,BTC_PROFIT,65.93,1,1.13,113.43,230.38,Profit: 67.1%
2000-08-30,AMGN,SELL_PUT,67.53,1,2.88,287.69,0.0,IV: 45.57%
2000-08-31,AMD,EXPIRED_ASSIGNED,41.25,1,0.0,0.0,316.65,Assigned Shares
2000-08-31,AMD,STOCK_BUY_ASSIGN,0.0,100,37.5,-375000.0,0.0,Bought at Strike 41.25
2000-08-31,AMD,SELL_CALL,44.13,1,1.57,156.94,0.0,Covered Call
2000-09-01,ADBE,BTC_PROFIT,28.81,1,0.8,80.0,85.0,Profit: 51.9%
2000-09-01,ADBE,SELL_PUT,30.92,1,1.71,171.19,0.0,IV: 55.86%
2000-09-05,AMD,BTC_PROFIT,44.13,1,0.73,73.4,82.24,Profit: 53.2%
2000-09-05,AMD,SELL_CALL,40.89,1,1.45,145.39,0.0,Covered Call
2000-09-08,AMAT,BTC_PROFIT,39.9,1,0.47,47.11,80.65,Profit: 63.5%
2000-09-08,TXN,BTC_PROFIT,63.34,1,0.74,74.09,120.34,Profit: 62.1%
2000-09-08,WMT,BTC_PROFIT,16.52,3,0.36,108.97,131.88,Profit: 55.5%
2000-09-08,AMD,BTC_PROFIT,40.89,1,0.68,68.47,75.62,Profit: 52.9%
2000-09-08,AMD,SELL_CALL,37.51,1,1.35,135.2,0.0,Covered Call
2000-09-08,TXN,SELL_CALL,67.21,1,2.08,208.01,0.0,Covered Call
2000-09-08,AMAT,SELL_CALL,42.52,1,1.17,117.32,0.0,Covered Call
2000-09-08,F,SELL_PUT,24.03,2,1.18,236.52,0.0,IV: 49.74%
2000-09-13,HD,BTC_PROFIT,47.02,1,0.54,54.23,159.84,Profit: 74.8%
2000-09-13,AMD,BTC_PROFIT,37.51,1,0.56,55.97,77.94,Profit: 58.6%
2000-09-13,AMD,SELL_CALL,34.42,1,1.19,119.27,0.0,Covered Call
2000-09-13,BLK,SELL_PUT,35.99,1,1.77,177.19,0.0,IV: 49.74%
2000-09-18,LLY,EXPIRED_ASSIGNED,97.58,1,0.0,0.0,619.88,Assigned Shares
2000-09-18,LLY,STOCK_BUY_ASSIGN,0.0,100,74.44,-744375.0,0.0,Bought at Strike 97.58
2000-09-18,AMAT,BTC_PROFIT,42.52,1,0.52,51.64,64.38,Profit: 56.0%
2000-09-18,AMD,BTC_PROFIT,34.42,1,0.4,39.9,78.06,Profit: 66.5%
2000-09-18,AMD,SELL_CALL,30.92,1,1.06,106.0,0.0,Covered Call
2000-09-18,AMAT,SELL_CALL,40.69,1,1.11,110.64,0.0,Covered Call
2000-09-18,LLY,SELL_CALL,92.86,1,3.76,376.18,0.0,Covered Call
2000-09-19,COST,BTC_PROFIT,35.89,1,0.41,41.43,42.58,Profit: 51.4%
2000-09-19,COST,SELL_CALL,36.98,1,0.88,88.46,0.0,Covered Call
2000-09-20,VRTX,BTC_PROFIT,68.83,1,1.6,160.12,428.4,Profit: 72.9%
2000-09-20,VRTX,SELL_PUT,77.16,1,6.77,677.27,0.0,IV: 80.45%
2000-09-21,LLY,BTC_PROFIT,92.86,1,0.27,27.19,347.69,Profit: 92.8%
2000-09-21,LLY,SELL_CALL,83.98,1,1.63,162.67,0.0,Covered Call
2000-09-25,ADBE,BTC_PROFIT,30.92,1,0.47,46.79,123.1,Profit: 72.7%
2000-09-25,INTC,SELL_PUT,40.56,1,3.7,370.21,0.0,IV: 82.58%
2000-09-26,AMAT,BTC_PROFIT,40.69,1,0.3,30.08,79.26,Profit: 72.8%
2000-09-26,AMAT,SELL_CALL,36.85,1,1.07,107.42,0.0,Covered Call
2000-09-29,AMAT,BTC_PROFIT,36.85,1,0.31,30.75,75.37,Profit: 71.4%
2000-09-29,AMAT,SELL_CALL,33.4,1,0.91,90.78,0.0,Covered Call
2000-10-02,TXN,BTC_PROFIT,67.21,1,0.13,12.62,194.09,Profit: 93.9%
2000-10-02,F,BTC_PROFIT,24.03,2,0.47,93.22,140.7,Profit: 60.6%
2000-10-02,TXN,SELL_CALL,58.33,1,2.05,204.51,0.0,Covered Call
2000-10-02,ADBE,SELL_PUT,37.25,1,2.37,237.31,0.0,IV: 61.07%
2000-10-03,AMAT,BTC_PROFIT,33.4,1,0.23,23.28,66.2,Profit: 74.4%
2000-10-03,AMAT,SELL_CALL,29.33,1,0.89,89.37,0.0,Covered Call
2000-10-05,MU,EXPIRED_ASSIGNED,80.01,1,0.0,0.0,550.73,Assigned Shares
2000-10-05,MU,STOCK_BUY_ASSIGN,0.0,100,41.0,-410000.0,0.0,Bought at Strike 80.01
2000-10-05,MU,SELL_CALL,53.22,1,2.37,236.68,0.0,Covered Call
2000-10-09,TXN,BTC_PROFIT,58.33,1,0.69,68.74,134.47,Profit: 66.4%
2000-10-09,TXN,SELL_CALL,52.94,1,1.82,181.88,0.0,Covered Call
2000-10-10,MU,BTC_PROFIT,53.22,1,1.1,109.94,125.43,Profit: 53.5%
2000-10-10,MU,SELL_CALL,47.86,1,2.12,212.04,0.0,Covered Call
2000-10-11,AMD,BTC_PROFIT,30.92,1,0.41,40.65,64.05,Profit: 61.7%
2000-10-11,TXN,BTC_PROFIT,52.94,1,0.85,84.9,95.68,Profit: 53.3%
2000-10-11,AMD,SELL_CALL,30.03,1,1.28,128.07,0.0,Covered Call
2000-10-11,TXN,SELL_CALL,48.78,1,1.64,163.92,0.0,Covered Call
2000-10-12,QCOM,BTC_PROFIT,33.62,1,0.11,11.43,75.46,Profit: 87.0%
2000-10-12,COST,BTC_PROFIT,36.98,1,0.14,14.27,72.88,Profit: 83.9%
2000-10-12,QCOM,SELL_CALL,39.18,1,1.54,154.36,0.0,Covered Call
2000-10-12,COST,SELL_CALL,34.88,1,0.91,90.6,0.0,Covered Call
2000-10-16,AMGN,EXPIRED_ASSIGNED,67.53,1,0.0,0.0,287.04,Assigned Shares
2000-10-16,AMGN,STOCK_BUY_ASSIGN,0.0,100,63.81,-638125.0,0.0,Bought at Strike 67.53
2000-10-16,BLK,BTC_PROFIT,35.99,1,0.52,52.41,123.48,Profit: 70.4%
2000-10-16,AMD,BTC_PROFIT,30.03,1,0.42,42.08,84.69,Profit: 67.1%
2000-10-16,AMD,SELL_CALL,25.83,1,1.1,110.12,0.0,Covered Call
2000-10-16,AMGN,SELL_CALL,74.45,1,2.43,243.13,0.0,Covered Call
2000-10-16,HD,SELL_PUT,33.31,1,3.59,358.96,0.0,IV: 94.85%
2000-10-17,MU,BTC_PROFIT,47.86,1,0.49,49.15,161.6,Profit: 76.8%
2000-10-17,MU,SELL_CALL,38.52,1,1.78,178.3,0.0,Covered Call
